Uniprot_AC	nb_obs
Q71H61	4
Q6V0I7	25
P78382	4
P78383	1
Q6P1K1	1
P78386	308
P78385	323
P14209	49
P08243	28
Q14BN4	14
P05186	131
P14207	7
Q9Y6M4	10
A0A068B2Y5	12
Q9P2K8	3
Q9P2K6	6
Q9P2K5	142
P08247	580
Q86VS8	64
P30086	2464
Q53FT3	13
O75909	2
O75907	7
Q9H3P7	48
Q3KP31	2
Q96QK1	934
P05452	84
P17405	2
Q59GT9	93
Q1L5Z9	6
P05455	176
P06744	2817
Q9H7U1	2
P06241	229
Q9Y3U8	15
P00167	50
P05534	121
Q8TB45	2
Q9Y4C2	21
P62753	85
P62750	72
P18031	15
Q96P16	40
F4YU50	17
P15559	86
H0Y4E8	24
P02675	1750
Q9NYC9	10
Q5T8D3	6
P53675	2710
P53677	78
P53671	8
Q96RK0	8
Q14141	646
Q14416	95
O60262	74
Q8WVY7	41
P19634	47
P16112	40
Q15878	38
Q8IUS5	4
P07357	3
P15121	493
P19320	57
P07359	16
P07358	4
P62328	384
Q96JQ2	5
