Uniprot_AC	nb_obs
Q9NR31	210
Q9NR30	193
Q5BJD5	17
P49736	98
P06400	7
O95674	63
P34949	57
O95671	74
Q96C86	43
Q15436	531
Q15437	153
O95678	549
Q15435	126
Q8ND04	2
Q6NVY1	605
P30085	557
P30084	5644
P30086	10513
P12318	9
P35579	6974
Q9P0B6	2
Q96NU7	197
P06748	755
Q29RF7	76
Q96EB1	1
Q9UN86	49
B1AK53	7
Q9BUA6	8
P08962	12
Q6DN03	377
Q63HR2	83
P57740	34
O95202	193
Q15042	38
Q15043	238
P31689	122
Q15046	298
Q96S82	1
O15111	6
Q9H7B2	6
O15117	4
O15116	4
O15118	40
Q8WWV3	11
P29728	32
O95208	2
Q01780	17
P31350	20
Q9BVA1	5381
Q9BVA0	1
Q9H2X9	3
Q9H2X3	61
Q9BT09	55
P07437	6918
Q5T2N8	39
Q9Y490	3208
Q58FF3	324
P07438	17
Q9Y365	62
Q8N4V1	7
Q01432	4
P61077	41
P28676	22
P15498	16
P10321	199
P15941	13
Q96AN5	2
Q9BXT2	1
P00374	16
P16949	91
O14686	1
P08582	23
Q9Y4L1	998
Q9Y4L5	1
Q96LL9	1
P49917	1
Q709C8	234
Q92643	5
P49137	5
Q6YHU6	2
P23258	51
Q86YJ6	2
O75592	2
Q4G0X4	2
Q9NPQ8	32
P20042	217
Q9GZZ9	24
Q9GZZ1	37
Q9H9G7	24
Q8IZP0	26
O75044	1
Q05209	6
Q96FC7	1
P25705	4735
Q86TP1	6
P36222	20
O43617	14
O43615	103
P61916	151
P61313	214
Q17RN3	4
Q13464	131
O95445	3
Q13469	4
P11498	2827
Q99417	13
C9J406	514
P50749	3
Q96GC9	7
Q96GC5	10
P50747	1
P48775	8
P36959	11
P36955	43
Q03426	107
P36957	376
P36952	6
Q9BY89	7
P19793	9
Q9NY35	1
Q9NY33	315
Q68EM7	26
Q06830	3021
Q5JPI3	1
Q14956	33
Q8N1A6	1
Q9NV88	4
O14880	305
Q96HP4	6
Q96HP0	1
P09972	561
P15374	92
Q86UK7	1
Q7Z401	3
Q9HC52	2
Q7Z406	1124
Q86U90	1
Q9NXN4	13
Q9UBY8	2
P07602	386
Q96D46	23
P50120	26
O00287	2
P51654	7
Q86WQ0	3
O14757	2
Q5GJ75	1
P51659	3343
O95757	119
O60427	6
P30740	273
Q9Y6Q5	18
P07954	1464
Q5ZPR3	14
Q9UJC3	53
Q9Y496	5
P54652	1729
P49961	13
Q6UVK1	25
Q01433	80
P52294	56
B1ALD8	187
P20674	353
P20671	3723
O76009	76
P52298	8
O76003	124
O00425	82
P55957	74
Q15386	30
Q15382	21
O00422	14
Q10471	103
Q10472	6
Q15388	9
Q05932	1
P01760	3
P01762	6
P01763	17
P01765	29
Q9P2M7	236
Q9NTJ4	41
Q9NTJ5	130
P23396	668
P00491	573
P00492	142
O75925	1
P27482	25
P27487	192
Q9UGI8	32
Q10713	65
O15305	61
Q99627	43
Q99624	60
Q99623	861
Q99622	10
P54920	292
P08397	189
P54922	2
